Alpha,SNP_A,SNP_B,SNP_C,SNP_D
0.512050,N2,N12,N20,N38
0.512050,N2,M0P1,M1T2,M2Q3
0.512048,N0,N6,N34,M2Q2
0.512047,N0,N26,N34,M1T3
0.512045,N3,N31,N35,M1T3
0.512043,N2,N33,N36,M2Q1
0.512041,N2,N24,N31,M0P2
0.512041,N0,N20,M1T3,M2Q4
0.512035,N2,N20,M0P1,M2Q3
0.512035,N0,N24,M1T1,M1T3
0.512030,N2,N6,N24,N34
0.512026,N3,N31,M1T1,M2Q1
0.512026,N2,N13,N34,M1T2
0.512025,N2,N38,M0P1,M1T3
0.512023,N3,N31,M1T3,M2Q4
0.512022,N2,N31,N34,M2Q3
0.512021,N3,N12,N37,M1T1
0.512021,N2,N3,N20,N22
0.512019,N0,N31,M0P1,M2Q3
0.512014,N2,N11,N20,M2Q1
0.512013,N3,M0P2,M1T2,M1T3
0.512013,N2,M1T1,M1T3,M2Q2
0.512011,N2,N24,N31,N36
0.512011,N2,N12,M1T1,M1T3
0.512010,N0,N6,N24,M1T3
0.512009,N0,M1T1,M1T3,M2Q3
0.512007,N2,N39,M1T1,M2Q2
0.512007,N0,N36,M1T1,M1T3
0.512006,N2,N29,N31,M1T3
0.512005,N2,N36,M1T1,M2Q1
0.512005,N0,N18,M1T2,M1T3
0.512004,N2,N9,N10,N12
0.511999,N2,N6,N11,N12
0.511996,N3,N31,M1T3,M2Q2
0.511996,N3,N29,M1T2,M2Q2
0.511996,N2,N6,N33,N34
0.511995,N0,N36,N40,M2Q2
0.511994,N3,N10,M1T1,M1T3
0.511993,N3,N28,M1T2,M2Q2
0.511993,N0,N28,M1T2,M2Q2
0.511985,N2,N24,M1T1,M2Q2
0.511985,N0,M0P1,M1T1,M2Q1
0.511983,N2,N28,N36,M1T1
0.511980,N2,N24,N37,M1T3
0.511977,N2,N22,N31,M2Q1
0.511974,N3,N18,N33,M1T3
0.511974,N2,N35,M0P1,M1T2
0.511973,N2,N36,N39,M1T1
0.511972,N0,N31,M0P1,M2Q2
0.511971,N2,N3,N37,M1T3
0.511970,N0,N2,N33,M1T1
0.511965,N2,N3,N36,M2Q3
0.511962,N2,N11,N20,M1T3
0.511961,N2,N18,N37,M1T2
0.511961,N0,N18,N40,M1T2
0.511960,N2,N6,N34,N39
0.511957,N2,N24,N27,M2Q2
0.511956,N3,N19,M1T2,M1T3
0.511955,N0,N28,N30,M0P2
0.511952,N0,N22,N26,M2Q3
0.511947,N0,N2,N28,M1T1
0.511943,N0,N20,N33,M2Q4
0.511942,N0,M0P2,M1T3,M2Q1
0.511940,N2,N12,M1T3,M2Q1
0.511939,N0,N6,N11,N22
0.511938,N2,N18,N36,M1T3
0.511936,N3,N33,N40,M1T3
0.511936,N0,N18,N34,N39
0.511934,N2,N13,N31,M1T2
0.511929,N0,N15,N18,M1T3
0.511928,N2,N3,M1T2,M2Q2
0.511928,N2,N34,M1T3,M2Q3
0.511928,N2,N33,M1T1,M2Q2
0.511928,N2,N18,N20,N37
0.511926,N0,N13,N22,M1T1
0.511924,N2,N18,N22,N29
0.511922,N2,N7,N24,N36
0.511922,N2,N24,N35,M1T3
0.511922,N0,N33,M1T2,M2Q2
0.511920,N2,N33,N36,M1T1
0.511920,N2,N12,M1T1,M2Q1
0.511912,N3,N20,N37,M2Q1
0.511911,N3,N37,M1T1,M1T3
0.511911,N2,N13,M0P1,M2Q3
0.511910,N0,N28,N39,M2Q2
0.511910,N0,N12,N20,M1T1
0.511909,N3,N22,N29,M0P1
0.511908,N3,N6,N34,N39
0.511906,N2,N31,N36,M2Q4
0.511905,N3,N37,M0P2,M1T1
0.511904,N2,N11,N22,M2Q4
0.511903,N2,N29,M0P1,M2Q4
0.511901,N2,N36,M2Q2,M2Q3
0.511900,N2,N3,N33,M1T3
0.511899,N0,N7,N22,M1T3
0.511897,N0,N40,M1T2,M2Q4
0.511895,N2,N16,N31,M1T2
0.511894,N0,N13,M2Q2,M2Q4
0.511892,N2,N12,N36,N37
0.511890,N0,N19,M1T3,M2Q4
0.511888,N2,N18,N37,M1T3
0.511887,N3,N9,M2Q3,M2Q4
0.511886,N3,M1T1,M1T3,M2Q2
0.511886,N2,N20,M0P2,M1T2
0.511884,N0,N13,N22,N33
0.511880,N2,N13,N35,M1T2
0.511878,N2,N6,N20,N29
0.511878,N2,N26,N31,M1T3
0.511877,N0,N35,M1T2,M2Q4
0.511877,N0,N31,N38,M1T3
0.511876,N2,N12,M1T1,M2Q3
0.511875,N2,N7,N9,N12
0.511874,N2,N33,M1T1,M1T3
0.511874,N2,N26,M2Q1,M2Q2
0.511873,N0,N26,M1T1,M1T3
0.511872,N3,N9,N18,M1T3
0.511872,N2,N22,N30,M0P2
0.511867,N2,N36,M2Q1,M2Q3
0.511866,N3,N33,N34,M2Q2
0.511866,N3,N29,N39,M2Q4
0.511864,N3,N9,N37,M1T3
0.511864,N0,N6,M1T1,M1T3
0.511863,N0,N3,N31,M1T3
0.511862,N0,N7,N33,M1T3
0.511860,N2,N9,N31,M2Q3
0.511859,N0,N24,N34,M2Q3
0.511858,N2,N12,N39,M0P1
0.511857,N3,N9,N39,M2Q4
0.511855,N0,N6,N35,M1T3
0.511852,N2,N22,N34,M1T3
0.511852,N2,N22,M0P2,M2Q4
0.511850,N3,N18,N29,M1T3
0.511849,N2,N9,M0P1,M2Q1
0.511847,N3,N30,N31,M2Q2
0.511847,N0,N33,M1T3,M2Q3
0.511846,N2,N31,N33,M2Q3
0.511845,N2,N31,N36,N37
0.511845,N0,N12,N40,M1T2
0.511845,N0,N12,N24,M1T1
0.511844,N3,N30,N37,M2Q1
0.511844,N2,N31,M2Q1,M2Q3
0.511843,N3,N29,M1T2,M1T3
0.511843,N0,N33,N36,M2Q3
0.511842,N3,N13,N22,M1T2
0.511842,N3,M0P1,M1T2,M2Q3
0.511841,N2,N26,M1T2,M2Q2
0.511840,N0,N18,N20,N33
0.511839,N2,N22,N28,M1T2
0.511838,N2,N24,M1T2,M1T3
0.511836,N2,N13,M1T2,M2Q1
0.511835,N2,N12,N29,N37
0.511833,N2,N9,N12,M1T3
0.511830,N2,N6,N18,M1T3
0.511827,N0,N2,N3,M1T3
0.511825,N2,N6,M1T2,M2Q2
0.511823,N2,N9,N12,N24
0.511822,N0,N18,M2Q2,M2Q4
0.511821,N3,N20,N22,M1T3
0.511821,N0,N31,N36,M1T3
0.511820,N3,N11,N31,M1T3
0.511817,N3,N31,N37,M1T3
0.511815,N3,N39,M1T3,M2Q3
0.511814,N2,N40,M2Q3,M2Q4
0.511813,N2,N9,N20,N22
0.511812,N2,N22,M2Q1,M2Q4
0.511811,N0,N13,N22,M1T2
0.511809,N3,M0P1,M1T2,M2Q2
0.511809,N2,N35,N37,M1T3
0.511805,N2,N20,N35,M2Q1
0.511805,N0,N19,N37,M0P1
0.511803,N2,N9,N12,N18
0.511802,N2,N18,N31,M1T3
0.511801,N3,M1T3,M2Q2,M2Q3
0.511801,N2,N11,M1T3,M2Q3
0.511800,N2,N12,N37,M0P1
0.511800,N2,M0P2,M1T3,M2Q1
0.511798,N2,N18,N36,M2Q3
0.511797,N3,N22,M1T1,M1T3
0.511797,N2,N12,N26,M2Q1
0.511795,N2,N3,M1T2,M2Q1
0.511793,N0,N18,N29,N36
0.511791,N3,N31,N39,M1T3
0.511791,N2,N3,N13,M1T2
0.511789,N2,N16,M0P1,M2Q3
0.511787,N2,N29,N36,M2Q3
0.511784,N3,N34,N39,M1T3
0.511784,N0,N7,N36,M2Q2
0.511781,N2,N26,N29,M0P2
0.511779,N3,N38,M0P1,M2Q1
0.511777,N2,N29,N40,M1T3
0.511776,N3,N10,M1T3,M2Q3
0.511776,N2,N24,M1T1,M1T3
0.511776,N0,N22,M1T1,M2Q3
0.511774,N2,N33,M0P1,M2Q1
0.511771,N3,N31,M0P1,M1T3
0.511770,N0,N6,M1T3,M2Q2
0.511764,N2,M1T2,M1T3,M2Q2
0.511764,N0,M0P2,M1T3,M2Q3
0.511763,N2,N11,N37,M1T3
0.511763,N0,N11,N31,M1T3
0.511762,N3,N13,N24,M2Q1
0.511762,N2,N22,N24,N37
0.511761,N2,N12,N37,M1T1
0.511761,N2,M1T1,M1T2,M2Q1
0.511760,N3,N20,N31,M1T2
0.511760,N0,N10,N28,M0P2
0.511759,N3,N18,N29,N36
0.511757,N2,N18,N33,M1T2
0.511754,N2,N31,N33,M2Q2
0.511754,N2,N31,M1T2,M2Q4
0.511750,N3,N34,M1T1,M2Q2
0.511750,N2,N20,N29,N31
0.511748,N2,N6,N11,M2Q4
0.511746,N2,N3,N20,M1T2
0.511745,N3,N11,N20,M2Q1
0.511742,N2,N27,M0P1,M2Q1
0.511742,N0,N18,M1T3,M2Q1
0.511741,N2,N30,M0P2,M1T2
0.511741,N2,N11,N36,M1T1
0.511740,N2,N29,N33,M1T3
0.511740,N0,N22,N29,M2Q3
0.511739,N0,N6,N10,M1T3
0.511738,N3,N31,M2Q1,M2Q4
0.511738,N3,M1T2,M2Q2,M2Q3
0.511736,N2,N6,N12,M2Q3
0.511736,N0,N33,M1T3,M2Q1
0.511734,N0,N22,N36,M1T3
0.511734,N0,N13,N22,N24
0.511733,N2,N3,N31,M2Q3
0.511726,N2,N6,N11,N18
0.511726,N2,N20,N22,M1T3
0.511722,N2,N7,M1T3,M2Q1
0.511722,N2,N24,N34,M1T3
0.511722,N2,N11,N34,M1T3
0.511720,N3,N19,M0P2,M1T3
0.511720,N2,N12,N34,M1T1
0.511720,N0,N13,N31,M0P2
0.511719,N3,N30,N39,M1T3
0.511719,N2,N7,M0P1,M2Q1
0.511719,N2,N22,N31,M0P2
0.511719,N0,M2Q2,M2Q3,M2Q4
0.511718,N0,N16,M1T2,M2Q2
0.511717,N2,N18,M1T2,M1T3
0.511717,N2,N12,N24,N37
0.511716,N0,N33,N36,M1T1
0.511714,N0,N34,M1T3,M2Q3
0.511713,N2,N36,M1T1,M2Q2
0.511713,N0,N18,M1T1,M1T3
0.511712,N3,N20,N33,M1T3
0.511711,N2,N20,N22,N35
0.511709,N0,N7,N22,M2Q3
0.511708,N0,N13,N31,N37
0.511707,N2,N24,N30,N31
0.511706,N2,N12,N29,M0P1
0.511705,N2,N12,N22,N24
0.511704,N3,N6,N11,N18
0.511704,N3,N20,N37,M1T1
0.511704,N2,N20,N34,N40
0.511704,N2,N12,N24,M2Q4
0.511703,N3,N26,N39,M1T3
0.511703,N2,N33,M0P2,M1T3
0.511703,N0,N29,N33,M2Q2
0.511701,N2,N7,N36,M1T1
0.511700,N3,N29,N33,M1T3
0.511700,N2,N9,N19,M2Q1
0.511699,N3,N35,M2Q2,M2Q3
0.511698,N0,N31,N39,M1T3
0.511697,N2,N22,N24,M1T3
0.511695,N2,N26,N39,M1T3
0.511695,N2,N12,M1T1,M2Q2
0.511692,N3,N9,N36,M1T2
0.511691,N2,N31,N37,M2Q1
0.511690,N2,N11,N18,N24
0.511690,N0,N13,N40,M0P1
0.511689,N2,N31,N32,M2Q3
0.511689,N0,N10,N34,M1T3
0.511685,N3,N36,M1T2,M2Q2
0.511685,N2,N7,N35,N36
0.511685,N2,M0P2,M1T3,M2Q4
0.511684,N0,N31,N39,M2Q3
0.511684,N0,N19,N36,M0P1
0.511683,N3,N34,N39,M2Q3
0.511683,N2,N35,N39,M1T2
0.511683,N2,N24,N34,M1T1
0.511683,N0,N34,N40,M2Q2
0.511682,N2,N35,M1T2,M1T3
0.511679,N3,N20,N31,M1T3
0.511679,N0,N26,M1T2,M2Q2
0.511676,N0,N6,N22,M1T3
0.511675,N2,N35,N37,M1T2
0.511675,N2,N29,M2Q1,M2Q2
0.511674,N3,N26,M1T2,M2Q1
0.511674,N2,N9,N12,N31
0.511673,N2,N9,N37,M1T2
0.511671,N2,M0P1,M1T1,M2Q2
0.511669,N2,N10,M0P1,M2Q1
0.511668,N2,N20,N22,N33
0.511667,N4,N18,M0P2,M1T3
0.511666,N2,N31,N37,N38
0.511665,N2,N7,N36,M1T2
0.511665,N2,M0P2,M1T2,M2Q3
0.511662,N2,N18,N22,M0P2
0.511659,N3,N6,N9,N33
0.511659,N0,N30,M1T3,M2Q1
0.511659,N0,N22,N31,M1T3
0.511658,N0,N6,N40,M1T3
0.511657,N0,N6,N19,M1T3
0.511656,N2,N24,N29,M0P1
0.511655,N3,N18,N22,M1T3
0.511655,N2,N34,N36,M1T1
0.511655,N2,N33,N36,M2Q3
0.511655,N2,N12,N31,N37
0.511654,N3,N18,N22,N29
0.511653,N3,N11,N20,M1T3
0.511652,N3,N22,N34,M2Q2
0.511652,N3,N13,N22,M1T3
0.511651,N3,N9,N12,N39
0.511650,N3,N15,M1T1,M1T3
0.511650,N2,N24,M1T2,M2Q2
0.511649,N0,N22,M2Q3,M2Q4
0.511648,N2,N6,N20,N22
0.511646,N2,N20,M0P1,M2Q1
0.511642,N3,N22,N33,M1T3
0.511642,N2,N22,N34,M0P1
0.511642,N0,N10,M2Q2,M2Q3
0.511641,N2,N6,N10,N31
0.511639,N0,N13,N26,M1T3
0.511638,N3,N26,M2Q1,M2Q2
0.511637,N2,N18,M1T1,M2Q2
0.511636,N0,N7,N22,N36
0.511632,N3,N7,N18,M1T3
0.511631,N2,N9,N37,M2Q1
0.511629,N3,N37,M2Q1,M2Q3
0.511629,N3,N36,M2Q3,M2Q4
0.511628,N2,N34,M2Q1,M2Q2
0.511626,N2,N31,M1T3,M2Q4
0.511624,N3,N16,N31,M1T3
0.511623,N0,N6,N13,N22
0.511621,N3,N15,N31,M1T3
0.511620,N2,N34,M1T1,M2Q2
0.511619,N3,N9,N29,N37
0.511619,N2,N11,N12,M2Q3
0.511617,N0,N22,M2Q2,M2Q3
0.511616,N2,N12,N20,N22
0.511615,N2,N10,N22,N24
0.511613,N3,N22,N34,M1T3
0.511609,N2,N10,N22,N37
0.511608,N0,N31,N37,M1T2
0.511608,N0,N30,M1T2,M2Q2
0.511604,N3,N7,M1T2,M1T3
0.511604,N0,N28,M0P1,M2Q3
0.511600,N0,N6,N37,M2Q1
0.511598,N2,N33,M1T3,M2Q3
0.511597,N2,N12,N37,M2Q1
0.511594,N3,N29,N37,M1T1
0.511593,N3,N31,N34,N39
0.511593,N3,N31,N33,N37
0.511592,N3,N34,N37,M1T1
0.511591,N0,N3,N37,M1T1
0.511591,N0,N18,N34,N36
0.511590,N3,N6,N18,M1T3
0.511590,N2,N6,N12,N34
0.511590,N0,N24,N36,M1T1
0.511585,N2,N35,M0P1,M2Q3
0.511585,N2,N22,N24,N31
0.511585,N2,N11,N33,M1T3
0.511583,N2,N12,N24,M2Q1
0.511583,N0,N38,M0P1,M2Q3
0.511582,N2,N28,N31,N36
0.511580,N2,N20,N39,M0P1
0.511579,N2,N24,N34,N39
0.511579,N0,N33,M1T1,M2Q1
0.511578,N2,N22,N29,M2Q1
0.511578,N2,N20,N29,M0P1
0.511578,N0,N18,N34,M2Q2
0.511575,N2,N22,N24,M0P2
0.511575,N0,N36,M1T3,M2Q2
0.511574,N0,N6,N29,M1T3
0.511572,N2,N38,N39,M0P1
0.511571,N2,N31,M1T2,M2Q3
0.511571,N2,N28,N34,M0P1
0.511569,N0,N12,M0P1,M1T3
0.511568,N2,N22,N24,N34
0.511567,N0,N18,N20,M1T1
0.511566,N3,N20,M1T2,M1T3
0.511566,N2,N31,N38,M2Q3
0.511566,N0,N20,M2Q2,M2Q4
0.511565,N2,N12,N31,M2Q3
0.511562,N2,N13,M1T2,M2Q2
0.511561,N2,N3,N29,M2Q2
0.511561,N2,N11,N12,M1T3
0.511558,N2,N35,M1T2,M2Q2
0.511557,N2,N3,N20,M0P1
0.511556,N0,N18,N31,M2Q2
0.511555,N2,N7,N22,M2Q1
0.511555,N2,N34,N37,M1T3
0.511555,N2,N31,N36,M1T2
0.511554,N0,N28,N36,M1T3
0.511553,N2,N6,N11,N20
0.511553,N2,N22,M0P1,M2Q4
0.511553,N2,N11,N12,N38
0.511552,N2,N33,N34,M1T3
0.511552,N2,N12,N31,N36
0.511551,N3,M0P2,M1T1,M1T3
0.511549,N3,N31,M1T2,M2Q1
0.511548,N0,N18,N40,M2Q2
0.511546,N0,N7,N36,M1T3
0.511545,N2,N11,N22,N34
0.511544,N0,N18,M1T2,M2Q2
0.511541,N3,N31,M0P1,M2Q2
0.511541,N2,M0P2,M2Q3,M2Q4
0.511540,N2,N9,N10,M1T3
0.511540,N2,N36,M1T3,M2Q4
0.511539,N2,N13,N31,M2Q3
0.511539,N0,N6,N7,M1T3
0.511537,N2,N28,N39,M0P1
0.511537,N0,N13,N18,M2Q3
0.511535,N3,N7,N20,N36
0.511535,N3,N22,N29,N39
0.511535,N2,N6,N28,N39
0.511532,N2,N31,N36,M1T1
0.511531,N3,N31,M1T3,M2Q1
0.511529,N2,N18,N33,M2Q2
0.511527,N0,N18,N20,M2Q2
0.511526,N3,N35,M1T2,M1T3
0.511526,N0,N36,M1T3,M2Q3
0.511525,N2,N34,M1T2,M2Q1
0.511525,N2,N28,M1T2,M2Q2
0.511524,N3,N22,M1T2,M2Q2
0.511520,N3,N36,M1T1,M2Q3
0.511519,N2,N34,M0P2,M2Q3
0.511518,N2,N20,N35,M1T2
0.511515,N3,N37,M1T1,M2Q2
0.511514,N3,N18,N36,M2Q1
0.511514,N2,N22,N34,M0P2
0.511514,N0,N22,N37,M2Q1
0.511513,N0,N24,N35,M1T3
0.511512,N3,N33,N36,M2Q3
0.511512,N0,N6,N20,N34
0.511512,N0,N26,N35,M1T3
0.511511,N0,N19,N37,M1T3
0.511510,N0,N6,N9,M1T3
0.511509,N3,N18,N38,M1T3
0.511508,N2,N6,N34,N35
0.511508,N2,N28,M0P2,M2Q2
0.511507,N3,N28,N36,M1T2
0.511507,N2,N20,N34,M1T3
0.511507,N2,M0P1,M1T1,M2Q1
0.511507,N0,N10,N35,N37
0.511504,N3,N7,N22,M1T3
0.511504,N3,N31,N37,M2Q3
0.511504,N2,N7,M1T2,M2Q2
0.511503,N2,N39,M1T2,M2Q1
0.511499,N2,N24,N36,M2Q1
0.511498,N2,N9,N12,N39
0.511497,N0,N13,M1T2,M2Q2
0.511496,N2,N22,N37,M2Q3
0.511495,N3,M1T2,M1T3,M2Q4
0.511494,N3,N36,M1T3,M2Q3
0.511494,N0,N24,N30,M1T1
0.511493,N2,N24,N36,M2Q3
0.511493,N2,N22,M2Q3,M2Q4
0.511493,N0,N16,N35,M0P1
0.511491,N2,N31,N40,M2Q3
0.511490,N2,N6,N22,N29
0.511490,N2,N12,M0P1,M2Q3
0.511490,N2,N11,M0P1,M2Q1
0.511489,N2,N12,N28,N39
0.511488,N0,N13,N31,N36
0.511486,N2,N26,M1T3,M2Q1
0.511483,N2,N31,N35,M2Q4
0.511481,N2,N20,N40,M1T3
0.511480,N3,N18,N28,M1T1
0.511480,N2,N40,M0P1,M2Q3
0.511479,N3,N9,N38,M0P1
0.511479,N2,N11,N18,N22
0.511479,N0,N31,N37,M1T3
0.511478,N2,N33,M1T1,M2Q3
0.511472,N3,N16,N33,M1T3
0.511472,N2,N11,N24,N34
0.511471,N2,N18,N33,M1T1
0.511467,N3,N39,M1T2,M1T3
0.511467,N2,N9,N12,M1T2
0.511467,N0,N7,N36,M2Q3
0.511467,N0,N29,N40,M2Q2
0.511466,N2,N29,N40,M2Q2
0.511466,N0,N16,N34,N39
0.511466,N0,N13,N26,N34
0.511464,N2,M2Q2,M2Q3,M2Q4
0.511464,N0,N8,M1T2,M2Q2
0.511463,N2,N9,N18,N29
0.511463,N0,N26,N31,M1T3
0.511462,N3,N33,M1T3,M2Q4
0.511462,N3,N33,M1T3,M2Q1
0.511461,N0,N30,M0P1,M1T1
0.511461,N0,N20,N34,M2Q4
0.511460,N2,N18,N20,M1T3
0.511459,N3,N33,N37,M1T1
0.511456,N0,N30,N38,M2Q1
0.511455,N2,M1T1,M2Q2,M2Q3
0.511455,N0,N26,M1T2,M1T3
0.511453,N0,N38,M2Q3,M2Q4
0.511452,N3,N13,N31,M2Q3
0.511451,N0,M0P2,M2Q2,M2Q4
0.511450,N3,N9,N39,M2Q2
0.511450,N3,N34,N40,M2Q2
0.511450,N0,N16,N18,M1T3
0.511449,N3,N38,M0P1,M1T2
0.511449,N0,N7,N36,M1T1
0.511449,N0,N19,N20,N34
0.511447,N3,N19,N37,M1T1
0.511447,N0,N6,N11,M2Q1
0.511445,N2,N11,N28,M2Q3
0.511445,N0,N6,N13,N19
0.511443,N2,N6,M0P1,M2Q3
0.511440,N3,N9,N34,N39
0.511440,N2,N18,N33,M2Q3
0.511435,N3,N28,M1T2,M1T3
0.511435,N2,N11,N12,N31
0.511433,N3,N31,N34,M2Q2
0.511433,N0,N20,N22,M2Q1
0.511432,N3,N9,N39,M2Q3
0.511431,N3,N18,N22,M1T1
0.511429,N2,N6,N13,N34
0.511429,N0,N18,N31,N39
0.511428,N0,N6,N18,M2Q3
0.511426,N2,N29,N40,M2Q3
0.511424,N0,M1T2,M1T3,M2Q3
0.511423,N2,N26,N31,M2Q3
0.511422,N3,N24,M1T2,M2Q2
0.511422,N2,N10,N18,M1T3
0.511422,N0,N11,N18,M1T3
0.511420,N3,N35,M0P1,M1T3
0.511418,N2,N40,M1T2,M2Q2
0.511416,N0,N18,N28,N36
0.511415,N0,N31,N33,M1T2
0.511414,N2,N9,N18,M1T3
0.511413,N3,N31,N35,M1T1
0.511413,N3,N22,M2Q3,M2Q4
0.511413,N0,N3,N33,M1T3
0.511412,N2,N3,M2Q1,M2Q2
0.511412,N0,N31,N34,N39
0.511410,N2,N30,N31,M0P2
0.511408,N2,N31,M0P2,M2Q3
0.511408,N0,N2,N10,M0P1
0.511407,N0,N16,M0P1,M2Q3
0.511406,N3,N36,M2Q1,M2Q3
0.511403,N3,N7,N31,M1T3
0.511403,N2,N33,N36,M1T3
0.511403,N2,N29,N31,N36
0.511401,N0,N10,M1T1,M1T3
0.511399,N3,N28,N33,M1T3
0.511399,N3,N27,M1T2,M2Q2
0.511399,N3,N15,N33,M1T3
0.511399,N2,N6,N11,N22
0.511399,N2,N36,N39,M2Q2
0.511397,N2,N12,N22,M1T1
0.511397,N0,N29,N31,M1T3
0.511396,N3,N37,M1T2,M2Q2
0.511396,N2,N38,M2Q1,M2Q2
0.511395,N2,N34,N36,M1T3
0.511394,N2,N12,N39,M2Q1
0.511392,N2,N12,N36,N38
0.511389,N2,N31,N34,M0P1
0.511386,N0,N39,M1T2,M2Q2
0.511386,N0,N35,M1T3,M2Q3
0.511384,N3,M1T3,M2Q3,M2Q4
0.511384,N0,N7,N29,M1T3
0.511383,N2,N18,M1T2,M2Q2
0.511383,N0,N24,N34,N39
0.511380,N0,N26,M1T3,M2Q3
0.511379,N3,M1T1,M1T3,M2Q4
0.511378,N3,N22,M1T1,M2Q4
0.511378,N2,N27,M1T2,M2Q2
0.511378,N0,N20,N22,M2Q3
0.511377,N0,N13,N19,M1T3
0.511376,N3,N6,N9,N39
0.511376,N3,N30,N31,M1T3
0.511376,N0,N22,N33,M2Q3
0.511376,N0,N18,N22,N36
0.511375,N2,N24,N32,M2Q2
0.511373,N2,N28,N39,M2Q2
0.511373,N0,N22,N31,M2Q3
0.511371,N3,N12,N20,N31
0.511371,N0,N2,M1T1,M2Q1
0.511371,N0,N24,M1T3,M2Q4
0.511371,N0,N20,N34,M1T2
0.511369,N3,N8,N31,M1T3
0.511369,N2,N7,N36,M1T3
0.511369,N0,N35,N39,M1T2
0.511367,N2,N11,M1T3,M2Q1
0.511366,N3,N18,N38,M2Q3
0.511366,N0,N18,N30,M1T3
0.511365,N2,N29,M1T3,M2Q3
0.511363,N0,N13,M1T3,M2Q4
0.511361,N3,N20,N29,N39
0.511361,N2,N24,N34,M2Q2
0.511361,N2,N11,N24,N37
0.511360,N3,N28,N31,N34
0.511359,N2,N15,M1T2,M2Q2
0.511357,N3,N18,N40,M1T3
0.511357,N0,N7,M1T3,M2Q3
0.511357,N0,N22,N26,M0P1
0.511355,N0,N26,N40,M2Q2
0.511354,N3,N13,M1T2,M1T3
0.511353,N2,N18,M0P2,M1T2
0.511352,N2,N10,N18,M0P1
0.511351,N3,N20,N31,M1T1
0.511350,N0,N24,M0P1,M2Q2
0.511349,N2,M0P1,M1T3,M2Q1
0.511349,N0,N20,N34,N36
0.511348,N2,N7,N31,N37
0.511348,N0,N6,N38,M1T3
0.511347,N3,N20,N29,N37
0.511344,N2,N11,N33,N36
0.511343,N3,N9,N37,M1T1
0.511343,N3,N29,M2Q3,M2Q4
0.511343,N3,N13,N18,M2Q1
0.511343,N2,N11,N28,M0P2
0.511342,N0,N7,N36,N40
0.511342,N0,N11,N22,N31
0.511341,N2,N11,N24,N33
0.511340,N3,N39,M1T1,M1T3
0.511340,N2,N28,N31,N39
0.511340,N0,N9,N18,N20
0.511339,N2,N22,N33,N34
0.511337,N3,N9,N39,M0P2
0.511337,N0,N31,N33,N37
0.511336,N2,N28,M2Q1,M2Q2
0.511336,N0,N32,M1T2,M2Q2
0.511334,N2,N31,N33,N40
0.511334,N0,N26,M1T3,M2Q1
0.511333,N0,N22,N31,N33
0.511332,N4,N7,N36,M2Q3
0.511330,N2,N29,M2Q3,M2Q4
0.511328,N3,N36,M2Q2,M2Q3
0.511328,N2,N30,M0P2,M2Q2
0.511326,N2,N6,N20,M0P2
0.511326,N2,N12,N33,M0P1
0.511326,N0,N6,N37,M2Q3
0.511325,N3,N33,N39,M1T3
0.511325,N2,N12,N33,M1T3
0.511323,N3,N22,N29,M1T2
0.511323,N3,N18,N31,M2Q3
0.511323,N2,N10,N35,M0P1
0.511322,N3,N9,N33,N37
0.511321,N0,N6,M1T2,M1T3
0.511320,N3,N34,N40,M2Q4
0.511320,N3,N18,N37,M2Q1
0.511320,N3,N11,M1T1,M1T3
0.511320,N2,N9,N12,M2Q3
0.511320,N0,N7,N13,M2Q2
0.511318,N0,N6,N13,N18
0.511317,N3,N12,N34,M1T3
0.511317,N2,N20,N34,M0P1
0.511316,N0,N38,M0P1,M2Q1
0.511315,N2,N24,M0P2,M2Q4
0.511313,N3,N31,N37,M2Q1
0.511313,N2,N26,M0P1,M2Q3
0.511313,N0,N26,M0P1,M1T3
0.511312,N2,N33,N34,M1T1
0.511311,N2,N29,N31,M0P2
0.511309,N0,N6,N24,M1T1
0.511309,N0,N33,M2Q2,M2Q4
0.511308,N3,N7,N10,M1T3
0.511306,N3,N37,M1T3,M2Q1
0.511306,N2,N28,M0P2,M2Q3
0.511304,N2,N10,N33,M1T3
0.511304,N0,N32,N40,M2Q2
0.511302,N2,N28,N36,M2Q3
0.511302,N2,N12,N34,M1T3
0.511302,N0,N6,N30,M1T3
0.511301,N3,N10,N18,M1T3
0.511301,N2,N29,N31,N37
0.511301,N0,N13,N29,M2Q4
0.511300,N3,N18,N38,M0P1
0.511300,N0,N2,N20,N33
0.511299,N3,N18,N31,N35
0.511298,N3,N22,N39,N40
0.511297,N2,N20,N22,N38
0.511296,N3,N22,M1T2,M2Q4
0.511296,N2,N13,N22,M1T2
0.511296,N0,N3,N31,M2Q1
0.511296,N0,N33,N36,N37
0.511293,N3,M0P1,M1T2,M1T3
0.511293,N2,N7,N31,M1T3
0.511292,N3,M0P1,M2Q1,M2Q3
0.511292,N2,N22,N31,N36
0.511292,N2,N13,N22,N31
0.511292,N0,N31,M1T1,M2Q1
0.511291,N2,N6,N11,N39
0.511286,N3,N18,M1T2,M2Q2
0.511286,N2,N11,N31,M1T3
0.511286,N0,N28,M0P1,M1T1
0.511285,N3,N9,N18,M1T1
0.511285,N3,N10,M1T2,M1T3
0.511285,N2,N10,N28,M1T2
0.511285,N0,N39,M0P1,M2Q2
0.511285,N0,N10,M1T3,M2Q1
0.511284,N0,N36,N40,M1T2
0.511283,N2,N34,N36,N40
